book,motif,block,number,sentence
1Q84,jazz,131,0,
1Q84,jazz,132,0,
1Q84,jazz,133,0,
1Q84,jazz,134,0,
1Q84,jazz,135,0,
1Q84,jazz,136,0,
1Q84,jazz,137,0,
1Q84,jazz,138,0,
1Q84,jazz,139,0,
1Q84,jazz,140,0,
1Q84,jazz,141,0,
1Q84,jazz,142,0,
1Q84,jazz,143,0,
1Q84,jazz,144,0,
1Q84,jazz,145,0,
1Q84,jazz,146,0,
1Q84,jazz,147,0,
1Q84,jazz,148,0,
1Q84,jazz,149,0,
1Q84,jazz,150,0,
1Q84,jazz,151,0,
1Q84,jazz,152,1,"When the daylight began to fade, he went home to find Fuka-Eri sitting on the floor, listening to records—old jazz records left by his girlfriend."
1Q84,jazz,153,0,
1Q84,jazz,154,0,
1Q84,jazz,155,0,
1Q84,jazz,156,0,
1Q84,jazz,157,0,
1Q84,jazz,158,0,
1Q84,jazz,159,0,
1Q84,jazz,160,0,
1Q84,jazz,161,0,
1Q84,jazz,162,0,
1Q84,jazz,163,0,
1Q84,jazz,164,0,
1Q84,jazz,165,0,
1Q84,jazz,166,0,
1Q84,jazz,167,0,
1Q84,jazz,168,0,
1Q84,jazz,169,0,
1Q84,jazz,170,0,
1Q84,jazz,171,0,
1Q84,jazz,172,0,
1Q84,jazz,173,0,
1Q84,jazz,174,0,
1Q84,jazz,175,0,
1Q84,jazz,176,0,
1Q84,jazz,177,0,
1Q84,jazz,178,0,
1Q84,jazz,179,0,
1Q84,jazz,180,0,
1Q84,jazz,181,0,
1Q84,jazz,182,0,
1Q84,jazz,183,0,
1Q84,jazz,184,0,
1Q84,jazz,185,0,
1Q84,jazz,186,0,
1Q84,jazz,187,0,
1Q84,jazz,188,0,
1Q84,jazz,189,0,
1Q84,jazz,190,0,
1Q84,jazz,191,0,
1Q84,jazz,192,0,
1Q84,jazz,193,0,
1Q84,jazz,194,0,
1Q84,jazz,195,0,
1Q84,jazz,196,0,
1Q84,jazz,197,0,
1Q84,jazz,198,0,
1Q84,jazz,199,0,
1Q84,jazz,200,0,
1Q84,jazz,201,0,
1Q84,jazz,202,0,
1Q84,jazz,203,0,
1Q84,jazz,204,0,
1Q84,jazz,205,0,
1Q84,jazz,206,0,
1Q84,jazz,207,0,
1Q84,jazz,208,0,
1Q84,jazz,209,0,
1Q84,jazz,210,0,
1Q84,jazz,211,0,
1Q84,jazz,212,0,
1Q84,jazz,213,0,
1Q84,jazz,214,0,
1Q84,jazz,215,0,
1Q84,jazz,216,0,
1Q84,jazz,217,0,
1Q84,jazz,218,0,
1Q84,jazz,219,0,
1Q84,jazz,220,0,
1Q84,jazz,221,0,
1Q84,jazz,222,0,
1Q84,jazz,223,0,
1Q84,jazz,224,0,
1Q84,jazz,225,0,
1Q84,jazz,226,0,
1Q84,jazz,227,0,
1Q84,jazz,228,0,
1Q84,jazz,229,0,
1Q84,jazz,230,0,
1Q84,jazz,231,0,
1Q84,jazz,232,0,
1Q84,jazz,233,0,
1Q84,jazz,234,0,
1Q84,jazz,235,0,
1Q84,jazz,236,0,
1Q84,jazz,237,0,
1Q84,jazz,238,0,
1Q84,jazz,239,0,
1Q84,jazz,240,0,
1Q84,jazz,241,0,
1Q84,jazz,242,0,
1Q84,jazz,243,0,
1Q84,jazz,244,0,
1Q84,jazz,245,0,
1Q84,jazz,246,0,
1Q84,jazz,247,0,
1Q84,jazz,248,0,
1Q84,jazz,249,0,
1Q84,jazz,250,0,
1Q84,jazz,251,0,
1Q84,jazz,252,0,
1Q84,jazz,253,0,
1Q84,jazz,254,0,
1Q84,jazz,255,0,
1Q84,jazz,256,0,
1Q84,jazz,257,0,
1Q84,jazz,258,0,
1Q84,jazz,259,0,
1Q84,jazz,260,0,
1Q84,jazz,261,0,
1Q84,jazz,262,0,
1Q84,jazz,263,0,
1Q84,jazz,264,0,
1Q84,jazz,265,0,
1Q84,jazz,266,0,
1Q84,jazz,267,0,
1Q84,jazz,268,0,
1Q84,jazz,269,0,
1Q84,jazz,270,0,
1Q84,jazz,271,0,
1Q84,jazz,272,0,
1Q84,jazz,273,0,
1Q84,jazz,274,0,
1Q84,jazz,275,0,
1Q84,jazz,276,0,
1Q84,jazz,277,0,
1Q84,jazz,278,0,
1Q84,jazz,279,0,
1Q84,jazz,280,0,
1Q84,jazz,281,0,
1Q84,jazz,282,0,
1Q84,jazz,283,0,
1Q84,jazz,284,0,
1Q84,jazz,285,0,
1Q84,jazz,286,0,
1Q84,jazz,287,0,
1Q84,jazz,288,0,
1Q84,jazz,289,0,
1Q84,jazz,290,0,
1Q84,jazz,291,0,
1Q84,jazz,292,0,
1Q84,jazz,293,0,
1Q84,classical,0,3,BOOK 1 APRIL-JUNE  CHAPTER 1 Aomame DON’T LET APPEARANCES FOOL YOU The taxi’s radio was tuned to a classical FM broadcast.
1Q84,classical,1,0,
1Q84,classical,2,0,
1Q84,classical,3,0,
1Q84,classical,4,0,
1Q84,classical,5,0,
1Q84,classical,6,0,
1Q84,classical,7,0,
1Q84,classical,8,0,
1Q84,classical,9,0,
1Q84,classical,10,0,
1Q84,classical,11,0,
1Q84,classical,12,0,
1Q84,classical,13,0,
1Q84,classical,14,0,
1Q84,classical,15,0,
1Q84,classical,16,0,
1Q84,classical,17,0,
1Q84,classical,18,0,
1Q84,classical,19,0,
1Q84,classical,20,0,
1Q84,classical,21,0,
1Q84,classical,22,0,
1Q84,classical,23,0,
1Q84,classical,24,0,
1Q84,classical,25,0,
1Q84,classical,26,0,
1Q84,classical,27,0,
1Q84,classical,28,0,
1Q84,classical,29,0,
1Q84,classical,30,0,
1Q84,classical,31,0,
1Q84,classical,32,0,
1Q84,classical,33,1,Nor have I ever been such a passionate fan of classical music.
1Q84,classical,34,0,
1Q84,classical,35,0,
1Q84,classical,36,0,
1Q84,classical,37,0,
1Q84,classical,38,0,
1Q84,classical,39,0,
1Q84,classical,40,0,
1Q84,classical,41,0,
1Q84,classical,42,0,
1Q84,classical,43,0,
1Q84,classical,44,0,
1Q84,classical,45,0,
1Q84,classical,46,0,
1Q84,classical,47,0,
1Q84,classical,48,0,
1Q84,classical,49,0,
1Q84,classical,50,0,
1Q84,classical,51,0,
1Q84,classical,52,0,
1Q84,classical,53,0,
1Q84,classical,54,0,
1Q84,classical,55,1,"His music teacher introduced him to a symphony orchestra’s percussionist, from whom he learned the techniques of the timpani."
1Q84,classical,56,0,
1Q84,classical,57,0,
1Q84,classical,58,0,
1Q84,classical,59,0,
1Q84,classical,60,0,
1Q84,classical,61,0,
1Q84,classical,62,0,
1Q84,classical,63,0,
1Q84,classical,64,0,
1Q84,classical,65,0,
1Q84,classical,66,0,
1Q84,classical,67,0,
1Q84,classical,68,0,
1Q84,classical,69,0,
1Q84,classical,70,0,
1Q84,classical,71,0,
1Q84,classical,72,0,
1Q84,classical,73,0,
1Q84,classical,74,0,
1Q84,classical,75,0,
1Q84,classical,76,0,
1Q84,classical,77,0,
1Q84,classical,78,0,
1Q84,classical,79,0,
1Q84,classical,80,0,
1Q84,classical,81,0,
1Q84,classical,82,0,
1Q84,classical,83,0,
1Q84,classical,84,0,
1Q84,classical,85,0,
1Q84,classical,86,0,
1Q84,classical,87,0,
1Q84,classical,88,0,
1Q84,classical,89,0,
1Q84,classical,90,0,
1Q84,classical,91,0,
1Q84,classical,92,0,
1Q84,classical,93,0,
1Q84,classical,94,0,
1Q84,classical,95,0,
1Q84,classical,96,1,Seiji Ozawa conducting the Chicago Symphony.
1Q84,classical,97,0,
1Q84,classical,98,0,
1Q84,classical,99,0,
1Q84,classical,100,0,
1Q84,classical,101,0,
1Q84,classical,102,0,
1Q84,classical,103,0,
1Q84,classical,104,0,
1Q84,classical,105,0,
1Q84,classical,106,0,
1Q84,classical,107,0,
1Q84,classical,108,0,
1Q84,classical,109,0,
1Q84,classical,110,0,
1Q84,classical,111,0,
1Q84,classical,112,0,
1Q84,classical,113,0,
1Q84,classical,114,1,"“Uh, if I may use a classical analogy here, you people might have opened Pandora’s box and let loose all kinds of things in the world."
1Q84,classical,115,0,
1Q84,classical,116,0,
1Q84,classical,117,0,
1Q84,classical,118,1,"If I may use a classical analogy here, you people might have opened Pandora’s box and let loose all kinds of things in the world."
1Q84,classical,119,0,
1Q84,classical,120,0,
1Q84,classical,121,0,
1Q84,classical,122,0,
1Q84,classical,123,0,
1Q84,classical,124,0,
1Q84,classical,125,0,
1Q84,classical,126,0,
1Q84,classical,127,0,
1Q84,classical,128,0,
1Q84,classical,129,0,
1Q84,classical,130,0,
1Q84,classical,131,0,
1Q84,classical,132,0,
1Q84,classical,133,0,
1Q84,classical,134,0,
1Q84,classical,135,0,
1Q84,classical,136,0,
1Q84,classical,137,0,
1Q84,classical,138,0,
1Q84,classical,139,0,
1Q84,classical,140,0,
1Q84,classical,141,0,
1Q84,classical,142,0,
1Q84,classical,143,0,
1Q84,classical,144,0,
1Q84,classical,145,0,
1Q84,classical,146,0,
1Q84,classical,147,0,
1Q84,classical,148,0,
1Q84,classical,149,0,
1Q84,classical,150,0,
1Q84,classical,151,0,
1Q84,classical,152,0,
1Q84,classical,153,0,
1Q84,classical,154,0,
1Q84,classical,155,0,
1Q84,classical,156,0,
1Q84,classical,157,0,
1Q84,classical,158,0,
1Q84,classical,159,0,
1Q84,classical,160,2,She is only allowed to listen to classical music.
1Q84,classical,161,0,
1Q84,classical,162,1,"The story goes on to describe the girl’s daily life in the community— the disciplined schedule, the fixed tasks, the guidance and care she provides the other children as the oldest child in the community, her simple meals, the stories her parents read her before bedtime, the classical music she listens to whenever she can find a spare moment."
1Q84,classical,163,0,
1Q84,classical,164,0,
1Q84,classical,165,0,
1Q84,classical,166,0,
1Q84,classical,167,0,
1Q84,classical,168,0,
1Q84,classical,169,0,
1Q84,classical,170,0,
1Q84,classical,171,0,
1Q84,classical,172,0,
1Q84,classical,173,0,
1Q84,classical,174,0,
1Q84,classical,175,0,
1Q84,classical,176,0,
1Q84,classical,177,0,
1Q84,classical,178,0,
1Q84,classical,179,0,
1Q84,classical,180,0,
1Q84,classical,181,0,
1Q84,classical,182,0,
1Q84,classical,183,0,
1Q84,classical,184,0,
1Q84,classical,185,0,
1Q84,classical,186,0,
1Q84,classical,187,0,
1Q84,classical,188,0,
1Q84,classical,189,0,
1Q84,classical,190,0,
1Q84,classical,191,0,
1Q84,classical,192,0,
1Q84,classical,193,1,"The elderly dowager had sent over a box of classical music cassettes: Mahler symphonies, Haydn chamber music, Bach keyboard pieces—all varieties and types of classical music."
1Q84,classical,194,0,
1Q84,classical,195,0,
1Q84,classical,196,0,
1Q84,classical,197,0,
1Q84,classical,198,0,
1Q84,classical,199,0,
1Q84,classical,200,0,
1Q84,classical,201,0,
1Q84,classical,202,0,
1Q84,classical,203,0,
1Q84,classical,204,0,
1Q84,classical,205,0,
1Q84,classical,206,0,
1Q84,classical,207,0,
1Q84,classical,208,0,
1Q84,classical,209,0,
1Q84,classical,210,0,
1Q84,classical,211,0,
1Q84,classical,212,0,
1Q84,classical,213,0,
1Q84,classical,214,0,
1Q84,classical,215,0,
1Q84,classical,216,0,
1Q84,classical,217,0,
1Q84,classical,218,0,
1Q84,classical,219,0,
1Q84,classical,220,0,
1Q84,classical,221,0,
1Q84,classical,222,0,
1Q84,classical,223,0,
1Q84,classical,224,0,
1Q84,classical,225,0,
1Q84,classical,226,0,
1Q84,classical,227,0,
1Q84,classical,228,0,
1Q84,classical,229,0,
1Q84,classical,230,0,
1Q84,classical,231,0,
1Q84,classical,232,0,
1Q84,classical,233,0,
1Q84,classical,234,0,
1Q84,classical,235,0,
1Q84,classical,236,0,
1Q84,classical,237,0,
1Q84,classical,238,0,
1Q84,classical,239,0,
1Q84,classical,240,0,
1Q84,classical,241,0,
1Q84,classical,242,0,
1Q84,classical,243,0,
1Q84,classical,244,0,
1Q84,classical,245,0,
1Q84,classical,246,0,
1Q84,classical,247,0,
1Q84,classical,248,0,
1Q84,classical,249,0,
1Q84,classical,250,0,
1Q84,classical,251,0,
1Q84,classical,252,0,
1Q84,classical,253,0,
1Q84,classical,254,0,
1Q84,classical,255,0,
1Q84,classical,256,0,
1Q84,classical,257,0,
1Q84,classical,258,0,
1Q84,classical,259,0,
1Q84,classical,260,0,
1Q84,classical,261,0,
1Q84,classical,262,0,
1Q84,classical,263,0,
1Q84,classical,264,0,
1Q84,classical,265,0,
1Q84,classical,266,0,
1Q84,classical,267,0,
1Q84,classical,268,0,
1Q84,classical,269,0,
1Q84,classical,270,0,
1Q84,classical,271,0,
1Q84,classical,272,0,
1Q84,classical,273,0,
1Q84,classical,274,0,
1Q84,classical,275,0,
1Q84,classical,276,0,
1Q84,classical,277,0,
1Q84,classical,278,0,
1Q84,classical,279,0,
1Q84,classical,280,0,
1Q84,classical,281,0,
1Q84,classical,282,0,
1Q84,classical,283,0,
1Q84,classical,284,0,
1Q84,classical,285,0,
1Q84,classical,286,0,
1Q84,classical,287,0,
1Q84,classical,288,0,
1Q84,classical,289,0,
1Q84,classical,290,0,
1Q84,classical,291,0,
1Q84,classical,292,0,
1Q84,classical,293,0,
1Q84,war,0,1,"Aomame imagined 1926 Czechoslovakia: The First World War had ended, and the country was freed from the long rule of the Hapsburg Dynasty."
1Q84,war,1,0,
1Q84,war,2,0,
1Q84,war,3,0,
1Q84,war,4,0,
1Q84,war,5,0,
1Q84,war,6,0,
1Q84,war,7,0,
1Q84,war,8,1,"The din of the city enveloped her: car engines, blaring horns, the scream of an automobile burglar alarm, an old war song echoing from a right-wing sound truck, a sledgehammer cracking concrete."
1Q84,war,9,0,
1Q84,war,10,0,
1Q84,war,11,0,
1Q84,war,12,0,
1Q84,war,13,0,
1Q84,war,14,0,
1Q84,war,15,0,
1Q84,war,16,0,
1Q84,war,17,2,"The line and right-of-way had been ceded to Japan by Russia after the Russo- Japanese War of 1904–1905, after which the company had rapidly expanded its operations, becoming fundamental in Japan’s invasion of China."
1Q84,war,18,0,
1Q84,war,19,0,
1Q84,war,20,1,"In the Middle East, Iran and Iraq were still embroiled in their bloody war."
1Q84,war,21,0,
1Q84,war,22,0,
1Q84,war,23,0,
1Q84,war,24,0,
1Q84,war,25,2,"Born into one of the fabulously wealthy families that dominated finance and industry prior to World War II, the dowager had married into the aristocracy, but there was nothing showy or pampered about her."
1Q84,war,26,1,Aomame recalled that the dowager had spent some time after the war in England.
1Q84,war,27,0,
1Q84,war,28,1,"Tengo’s father was repatriated from Manchuria, destitute, when the war ended in 1945."
1Q84,war,29,1,"He went to Tokyo after the war and tried making a living as a black marketeer and as a carpenter’s apprentice, but nothing seemed to work."
1Q84,war,30,0,
1Q84,war,31,0,
1Q84,war,32,0,
1Q84,war,33,0,
1Q84,war,34,0,
1Q84,war,35,0,
1Q84,war,36,0,
1Q84,war,37,0,
1Q84,war,38,0,
1Q84,war,39,1,Total war broke out between the U.S. and the USSR and a huge number of missiles were launched between the continents like schools of flying fish.
1Q84,war,40,0,
1Q84,war,41,0,
1Q84,war,42,0,
1Q84,war,43,0,
1Q84,war,44,0,
1Q84,war,45,0,
1Q84,war,46,0,
1Q84,war,47,0,
1Q84,war,48,0,
1Q84,war,49,0,
1Q84,war,50,0,
1Q84,war,51,0,
1Q84,war,52,0,
1Q84,war,53,0,
1Q84,war,54,0,
1Q84,war,55,0,
1Q84,war,56,0,
1Q84,war,57,0,
1Q84,war,58,0,
1Q84,war,59,0,
1Q84,war,60,0,
1Q84,war,61,0,
1Q84,war,62,0,
1Q84,war,63,1,To think that a thirteenth-century samurai war chronicle should be her favorite “novel”!
1Q84,war,64,0,
1Q84,war,65,0,
1Q84,war,66,0,
1Q84,war,67,0,
1Q84,war,68,0,
1Q84,war,69,1,"The First World War was in its final months, and the train stations were full of wounded soldiers, some of them almost children, others old men."
1Q84,war,70,0,
1Q84,war,71,0,
1Q84,war,72,0,
1Q84,war,73,0,
1Q84,war,74,0,
1Q84,war,75,0,
1Q84,war,76,0,
1Q84,war,77,1,"The Genji have won the war against the Heike, but then the family starts fighting among themselves.” “Right.” “What other sections can you recite from memory?” “Tell me what you want to hear.” Tengo tried to recall some episodes from The Tale of the Heike."
1Q84,war,78,0,
1Q84,war,79,0,
1Q84,war,80,0,
1Q84,war,81,0,
1Q84,war,82,0,
1Q84,war,83,0,
1Q84,war,84,0,
1Q84,war,85,0,
1Q84,war,86,0,
1Q84,war,87,0,
1Q84,war,88,0,
1Q84,war,89,0,
1Q84,war,90,0,
1Q84,war,91,0,
1Q84,war,92,0,
1Q84,war,93,0,
1Q84,war,94,0,
1Q84,war,95,0,
1Q84,war,96,3,I was born on Sakhalin Island the year before the war ended.
1Q84,war,97,1,Tengo had seen such a heliport in a Vietnam War documentary.
1Q84,war,98,0,
1Q84,war,99,0,
1Q84,war,100,0,
1Q84,war,101,0,
1Q84,war,102,1,"Heckler & Koch started up after the war, but this HK4 is based on the Mauser HSc, a well-respected model from before the war."
1Q84,war,103,1,“Look what happened to General Tojo after the war.
1Q84,war,104,0,
1Q84,war,105,0,
1Q84,war,106,0,
1Q84,war,107,0,
1Q84,war,108,0,
1Q84,war,109,0,
1Q84,war,110,0,
1Q84,war,111,0,
1Q84,war,112,0,
1Q84,war,113,0,
1Q84,war,114,0,
1Q84,war,115,0,
1Q84,war,116,0,
1Q84,war,117,0,
1Q84,war,118,0,
1Q84,war,119,1,"According to the book’s editorial note, the story had been written in the period between the two world wars."
1Q84,war,120,0,
1Q84,war,121,0,
1Q84,war,122,0,
1Q84,war,123,0,
1Q84,war,124,0,
1Q84,war,125,0,
1Q84,war,126,0,
1Q84,war,127,0,
1Q84,war,128,0,
1Q84,war,129,0,
1Q84,war,130,0,
1Q84,war,131,0,
1Q84,war,132,0,
1Q84,war,133,0,
1Q84,war,134,0,
1Q84,war,135,0,
1Q84,war,136,0,
1Q84,war,137,0,
1Q84,war,138,0,
1Q84,war,139,0,
1Q84,war,140,0,
1Q84,war,141,0,
1Q84,war,142,0,
1Q84,war,143,0,
1Q84,war,144,0,
1Q84,war,145,0,
1Q84,war,146,0,
1Q84,war,147,0,
1Q84,war,148,0,
1Q84,war,149,0,
1Q84,war,150,0,
1Q84,war,151,0,
1Q84,war,152,0,
1Q84,war,153,0,
1Q84,war,154,0,
1Q84,war,155,0,
1Q84,war,156,0,
1Q84,war,157,0,
1Q84,war,158,0,
1Q84,war,159,0,
1Q84,war,160,0,
1Q84,war,161,0,
1Q84,war,162,0,
1Q84,war,163,0,
1Q84,war,164,0,
1Q84,war,165,0,
1Q84,war,166,0,
1Q84,war,167,0,
1Q84,war,168,0,
1Q84,war,169,0,
1Q84,war,170,0,
1Q84,war,171,0,
1Q84,war,172,0,
1Q84,war,173,0,
1Q84,war,174,0,
1Q84,war,175,0,
1Q84,war,176,0,
1Q84,war,177,0,
1Q84,war,178,0,
1Q84,war,179,0,
1Q84,war,180,0,
1Q84,war,181,0,
1Q84,war,182,0,
1Q84,war,183,0,
1Q84,war,184,1,Like that movie that showed the world after a nuclear war.
1Q84,war,185,0,
1Q84,war,186,0,
1Q84,war,187,0,
1Q84,war,188,0,
1Q84,war,189,0,
1Q84,war,190,0,
1Q84,war,191,0,
1Q84,war,192,0,
1Q84,war,193,0,
1Q84,war,194,0,
1Q84,war,195,0,
1Q84,war,196,1,"She married a Swedish nobleman, moved to Africa just before the First World War, and they ran a plantation there."
1Q84,war,197,0,
1Q84,war,198,0,
1Q84,war,199,0,
1Q84,war,200,1,"It was a war, so there was bound to be some bloodshed."
1Q84,war,201,0,
1Q84,war,202,0,
1Q84,war,203,0,
1Q84,war,204,0,
1Q84,war,205,0,
1Q84,war,206,0,
1Q84,war,207,0,
1Q84,war,208,0,
1Q84,war,209,0,
1Q84,war,210,0,
1Q84,war,211,0,
1Q84,war,212,0,
1Q84,war,213,0,
1Q84,war,214,0,
1Q84,war,215,0,
1Q84,war,216,0,
1Q84,war,217,0,
1Q84,war,218,0,
1Q84,war,219,0,
1Q84,war,220,0,
1Q84,war,221,0,
1Q84,war,222,0,
1Q84,war,223,0,
1Q84,war,224,1,"During the war he had worked in a metal shop in Koto Ward in Tokyo, but he died in the massive air raid in the spring of 1945."
1Q84,war,225,0,
1Q84,war,226,0,
1Q84,war,227,0,
1Q84,war,228,0,
1Q84,war,229,0,
1Q84,war,230,0,
1Q84,war,231,1,"Decisive people, minds fixed on the task, clothed in thick, gray uniforms, working silently from morning to night to make clouds, like bees make honey, spiders make webs, and war makes widows."
1Q84,war,232,0,
1Q84,war,233,0,
1Q84,war,234,0,
1Q84,war,235,0,
1Q84,war,236,0,
1Q84,war,237,0,
1Q84,war,238,0,
1Q84,war,239,0,
1Q84,war,240,0,
1Q84,war,241,0,
1Q84,war,242,0,
1Q84,war,243,0,
1Q84,war,244,0,
1Q84,war,245,0,
1Q84,war,246,0,
1Q84,war,247,0,
1Q84,war,248,0,
1Q84,war,249,0,
1Q84,war,250,0,
1Q84,war,251,0,
1Q84,war,252,0,
1Q84,war,253,1,"A civil war went on with no end in sight, an assassination, a terrible ethnic massacre."
1Q84,war,254,0,
1Q84,war,255,0,
1Q84,war,256,0,
1Q84,war,257,0,
1Q84,war,258,0,
1Q84,war,259,0,
1Q84,war,260,0,
1Q84,war,261,0,
1Q84,war,262,0,
1Q84,war,263,0,
1Q84,war,264,0,
1Q84,war,265,0,
1Q84,war,266,0,
1Q84,war,267,0,
1Q84,war,268,0,
1Q84,war,269,0,
1Q84,war,270,0,
1Q84,war,271,0,
1Q84,war,272,0,
1Q84,war,273,0,
1Q84,war,274,0,
1Q84,war,275,0,
1Q84,war,276,0,
1Q84,war,277,0,
1Q84,war,278,0,
1Q84,war,279,0,
1Q84,war,280,0,
1Q84,war,281,0,
1Q84,war,282,0,
1Q84,war,283,0,
1Q84,war,284,0,
1Q84,war,285,0,
1Q84,war,286,0,
1Q84,war,287,0,
1Q84,war,288,0,
1Q84,war,289,0,
1Q84,war,290,0,
1Q84,war,291,0,
1Q84,war,292,0,
1Q84,war,293,0,
1Q84,ears,0,0,
1Q84,ears,1,0,
1Q84,ears,2,2,"A detailed examination of her face from the front would reveal that the size and shape of her ears were significantly different, the left one much bigger and malformed."
1Q84,ears,3,1,"Also chilling was the early April breeze, which swept her hair back now and then, revealing her misshapen left ear."
1Q84,ears,4,0,
1Q84,ears,5,2,"Tangled on the sides, it was long enough to cover his ears, and it always stayed that length, about a week overdue for a haircut."
1Q84,ears,6,0,
1Q84,ears,7,0,
1Q84,ears,8,1,"Listening to the racket (not that she wanted to listen, but she was in no position to be covering her ears), she began to feel almost seasick."
1Q84,ears,9,0,
1Q84,ears,10,0,
1Q84,ears,11,0,
1Q84,ears,12,0,
1Q84,ears,13,0,
1Q84,ears,14,0,
1Q84,ears,15,0,
1Q84,ears,16,1,Tengo waited with the receiver on his ear.
1Q84,ears,17,0,
1Q84,ears,18,0,
1Q84,ears,19,0,
1Q84,ears,20,0,
1Q84,ears,21,0,
1Q84,ears,22,0,
1Q84,ears,23,1,"Holding the receiver against his ear, Tengo waited patiently for her to gather her thoughts together."
1Q84,ears,24,1,"Only in the summer would the atmosphere change dramatically, when the cries of cicadas pained the ears."
1Q84,ears,25,0,
1Q84,ears,26,1,"“We’ve taken care of her three fractures, but one ear is exhibiting symptoms of hearing loss and may never be the same again.” She spoke as quietly as ever, but her voice took on a cold, hard edge that seemed to startle the butterfly on her shoulder."
1Q84,ears,27,0,
1Q84,ears,28,1,"Waking at seven, his father would make him scrub his face with soap and water, inspect his ears and nails, and dress him in the cleanest (but least showy) clothes he owned, promising that, in return, he would buy Tengo a yummy treat."
1Q84,ears,29,0,
1Q84,ears,30,0,
1Q84,ears,31,0,
1Q84,ears,32,0,
1Q84,ears,33,1,"The entire time I climbed down that precarious stairway in my stocking feet with the wind tearing at me, the opening fanfare of Janáček’s Sinfonietta echoed on and off in my ears."
1Q84,ears,34,1,"She went to the bathroom sink, washed her face with soap and water, trimmed her eyebrows with a small pair of scissors, and cleaned her ears with a cotton swab."
1Q84,ears,35,0,
1Q84,ears,36,0,
1Q84,ears,37,0,
1Q84,ears,38,0,
1Q84,ears,39,0,
1Q84,ears,40,0,
1Q84,ears,41,1,"“Hey, what are you drinking?” someone asked near Aomame’s ear."
1Q84,ears,42,0,
1Q84,ears,43,0,
1Q84,ears,44,0,
1Q84,ears,45,0,
1Q84,ears,46,1,His large build and his cauliflower ears seemed to have aroused her interest.
1Q84,ears,47,0,
1Q84,ears,48,1,"It seemed to roar in Aomame’s ears, like a super-express train in a tunnel."
1Q84,ears,49,0,
1Q84,ears,50,0,
1Q84,ears,51,0,
1Q84,ears,52,0,
1Q84,ears,53,0,
1Q84,ears,54,2,"Tengo was a tall, strapping man with a broad forehead, narrow nose, and tightly balled ears."
1Q84,ears,55,1,"“You seem to have a natural sense for complex rhythms and a marvelous ear for music,” he said."
1Q84,ears,56,0,
1Q84,ears,57,1,"Pressing the receiver to her ear, Aomame reached out and lowered the gas flame as she spoke: “How’s police work these days?” “I’m handing out parking tickets like crazy."
1Q84,ears,58,0,
1Q84,ears,59,0,
1Q84,ears,60,0,
1Q84,ears,61,0,
1Q84,ears,62,0,
1Q84,ears,63,1,"Then, as if trying to ascertain something, she brought her hand up to her small, well-formed earlobe."
1Q84,ears,64,0,
1Q84,ears,65,0,
1Q84,ears,66,0,
1Q84,ears,67,0,
1Q84,ears,68,1,Aomame scratched her behind the ears.
1Q84,ears,69,0,
1Q84,ears,70,0,
1Q84,ears,71,0,
1Q84,ears,72,0,
1Q84,ears,73,0,
1Q84,ears,74,0,
1Q84,ears,75,0,
1Q84,ears,76,0,
1Q84,ears,77,0,
1Q84,ears,78,0,
1Q84,ears,79,1,"The roar of the ocean still echoed in his ears, but eventually he began to lose consciousness and was drawn into a deep sleep."
1Q84,ears,80,0,
1Q84,ears,81,0,
1Q84,ears,82,1,"Come now!” she would whisper by his ear, and he would let go at precisely that point with as intense an ejaculation as he could manage."
1Q84,ears,83,1,Mathematical functions stroked their backs; theorems sent warm breath into their ears.
1Q84,ears,84,0,
1Q84,ears,85,0,
1Q84,ears,86,0,
1Q84,ears,87,0,
1Q84,ears,88,0,
1Q84,ears,89,0,
1Q84,ears,90,0,
1Q84,ears,91,0,
1Q84,ears,92,0,
1Q84,ears,93,0,
1Q84,ears,94,0,
1Q84,ears,95,1,That piercing cry hurts your ears.
1Q84,ears,96,0,
1Q84,ears,97,1,"Around the borders of the flat, lopsided area of his head clung thick, black, curly hair that had been allowed to grow too long, hanging down shaggily over the man’s ears."
1Q84,ears,98,0,
1Q84,ears,99,3,Ushikawa narrowed his eyes and started scratching one of his big earlobes.
1Q84,ears,100,0,
1Q84,ears,101,0,
1Q84,ears,102,0,
1Q84,ears,103,0,
1Q84,ears,104,1,"The terse, rhythmical sound produced by each operation was pleasing to her ears."
1Q84,ears,105,0,
1Q84,ears,106,0,
1Q84,ears,107,0,
1Q84,ears,108,0,
1Q84,ears,109,0,
1Q84,ears,110,1,She also cleaned her ears.
1Q84,ears,111,0,
1Q84,ears,112,1,Tengo kept the dead receiver pressed to his ear for a time.
1Q84,ears,113,0,
1Q84,ears,114,0,
1Q84,ears,115,1,The only actual noise to reach her ears now and then was the clinking of a coffee set on a tray whenever a waitress passed by.
1Q84,ears,116,0,
1Q84,ears,117,0,
1Q84,ears,118,0,
1Q84,ears,119,0,
1Q84,ears,120,3,"His eyebrows were extremely long and thick, and white hair poked out from both ears."
1Q84,ears,121,0,
1Q84,ears,122,0,
1Q84,ears,123,0,
1Q84,ears,124,0,
1Q84,ears,125,0,
1Q84,ears,126,0,
1Q84,ears,127,1,"I don’t know who they are yet, but …” “There is no such thing as a safe place,” Fuka-Eri said, narrowing her eyes meaningfully and tugging on an earlobe."
